epoch,total,loss_id,loss_iccl,loss_mod,epoch_time_s
1,39.6338380215436,36.583891061636116,1.7978350140992,2.151029265843905,92.06787896156311
2,38.41613855305508,35.671833015757905,1.2399285294600493,2.1243413305846897,85.84642052650452
3,37.976604980829904,35.26151939256657,1.1731502911042886,2.12851030092973,86.9547381401062
4,37.348533269216325,34.529779716356266,1.3777024939920774,2.129902304276912,90.38925528526306
5,36.54640818488669,33.222475943480724,2.405424463678394,2.1212198459185085,86.75272965431213
6,34.78954748571272,30.88687357253577,3.548321059469641,2.12851330020724,90.16686511039734
7,31.09465289821286,26.830229956722825,4.274757847983456,2.1270440189090705,90.45131349563599
8,25.125605272823538,20.712778272008048,4.589798851126044,2.1179274877852943,86.43530821800232
9,22.163900127072306,17.58215492857984,4.914697614647228,2.124396507556622,90.42508935928345
10,24.290406740628757,19.72285306806395,4.863145300622523,2.1359809199733846,90.24169993400574
11,23.670822357990332,19.69277978930953,3.7467162171764485,2.1046844466903507,91.3581817150116
12,24.392144220115163,19.797337763408233,4.963486678501558,2.113063221852455,92.321604013443
13,24.169991769734217,19.61474372367182,4.909968422714775,2.1002638050790368,84.27187180519104
14,24.062750144823063,19.717088360758222,4.487726362499259,2.101798663477926,86.29728293418884
15,24.273797548734226,19.796145839804023,4.732144314861862,2.1115795388024234,80.75914931297302
16,23.990479091215416,19.60374955171664,4.544155178690803,2.1146519572071774,82.76332521438599
17,23.77643796254897,19.611431742560935,4.149559621980204,2.0902263941849477,84.88813328742981
18,23.41843261944472,19.469090726953993,3.7606670249848677,2.069008305227968,86.44471216201782
19,23.220700687205298,19.229556540765707,3.855225213180632,2.063531521509385,87.19892024993896
20,23.1623318124805,19.302871625098955,3.5739674286024106,2.072476490009466,87.72024297714233
21,22.82043355456471,19.078354051127235,3.36180341455358,2.061177813089811,89.4019467830658
22,22.679423823159123,18.981652525049697,3.260357963968311,2.0675922223096768,90.38181805610657
23,22.81605458682811,19.01779017928084,3.485511033492681,2.055508817441365,87.98526883125305
24,23.538292326165376,19.27019142963477,4.325191180381549,2.105505312688252,91.06691718101501
25,22.957402291382557,19.04039261044835,3.6605883646293504,2.0867155536392032,88.95841121673584
26,22.74777580577241,18.880594027818308,3.5965832126211135,2.068890264048379,87.34882545471191
27,22.935299314690766,18.963413001517573,3.758781660237961,2.0924955063317654,87.42164468765259
28,22.7309533294136,18.85391534432857,3.578399201116618,2.087838370419113,84.4738609790802
29,22.544794669518105,18.765421094273673,3.418176666519346,2.0702852342255724,86.3937406539917
30,22.509770963318953,18.73487894633818,3.4499437935958954,2.049920071511579,86.8228759765625
31,22.509817191129606,18.65669568755923,3.546122776686087,2.0800601857653738,83.36545467376709
32,22.42694035366442,18.629004969399357,3.467382655341244,2.0642439507873807,83.49655532836914
33,22.289529281255057,18.589565062663965,3.254164625201705,2.0728819335000757,84.18057250976562
34,22.416132356993547,18.613517546794824,3.465337884496655,2.0699457981177334,84.17457175254822
35,22.361718984750603,18.537520357842983,3.4837212971681675,2.0823380552100006,84.57440042495728
36,22.30308486441889,18.513333969567654,3.427288333339804,2.0761067394674177,85.07604026794434
37,22.20257654133633,18.464671118019602,3.302012463293132,2.0868992544490204,84.36820149421692
38,22.183541235839122,18.518731100319407,3.189100546949714,2.0702598948450484,84.53080010414124
39,22.122013577342738,18.426687601755358,3.263559375994304,2.0635462032972707,85.36306071281433
40,22.242699087018796,18.474735265652807,3.3898622940277914,2.073032715616847,84.91331386566162
